Ward Code,nimdm_ward_lgd,official_ward_lgd,SOA Code,SOA Name
95MM02,Ballynashallog Derry,BALLYNASHALLOG DERRY,95MM02S1,Ballynashallog 1
95MM02,Ballynashallog Derry,BALLYNASHALLOG DERRY,95MM02S2,Ballynashallog 2
95MM03,Banagher Derry,BANAGHER DERRY,95MM03W1,Banagher
95MM04,Beechwood Derry,BEECHWOOD DERRY,95MM04W1,Beechwood
95MM05,Brandywell Derry,BRANDYWELL DERRY,95MM05W1,Brandywell
95MM06,Carn Hill Derry,CARN HILL DERRY,95MM06S1,Carn Hill 1
95MM06,Carn Hill Derry,CARN HILL DERRY,95MM06S2,Carn Hill 2
95MM07,Caw Derry,CAW DERRY,95MM07W1,Caw
95MM08,Clondermot Derry,CLONDERMOT DERRY,95MM08S1,Clondermot 1
95MM08,Clondermot Derry,CLONDERMOT DERRY,95MM08S2,Clondermot 2
95MM09,Claudy Derry,CLAUDY DERRY,95MM09S1,Claudy 1
95MM09,Claudy Derry,CLAUDY DERRY,95MM09S2,Claudy 2
95MM10,Creggan Central Derry,CREGGAN CENTRAL DERRY,95MM10S1,Creggan Central 1
95MM10,Creggan Central Derry,CREGGAN CENTRAL DERRY,95MM10S2,Creggan Central 2
95MM11,Creggan South Derry,CREGGAN SOUTH DERRY,95MM11W1,Creggan South
95MM12,Crevagh Derry,CREVAGH DERRY,95MM12S1,Crevagh 1
95MM12,Crevagh Derry,CREVAGH DERRY,95MM12S2,Crevagh 2
95MM12,Crevagh Derry,CREVAGH DERRY,95MM12S3,Crevagh 3
95MM13,Culmore Derry,CULMORE DERRY,95MM13S1,Culmore 1
95MM13,Culmore Derry,CULMORE DERRY,95MM13S2,Culmore 2
95MM13,Culmore Derry,CULMORE DERRY,95MM13S3,Culmore 3
95MM13,Culmore Derry,CULMORE DERRY,95MM13S4,Culmore 4
95MM13,Culmore Derry,CULMORE DERRY,95MM13S5,Culmore 5
95MM14,Ebrington Derry,EBRINGTON DERRY,95MM14S1,Ebrington 1
95MM14,Ebrington Derry,EBRINGTON DERRY,95MM14S2,Ebrington 2
95MM15,Eglinton Derry,EGLINTON DERRY,95MM15S1,Eglinton 1
95MM15,Eglinton Derry,EGLINTON DERRY,95MM15S2,Eglinton 2
95MM16,Enagh Derry,ENAGH (DERRY) DERRY,95MM16S1,Enagh 1 (Derry LGD)
95MM16,Enagh Derry,ENAGH (DERRY) DERRY,95MM16S2,Enagh 2 (Derry LGD)
95MM17,Foyle Springs Derry,FOYLE SPRINGS DERRY,95MM17S1,Foyle Springs 1
95MM17,Foyle Springs Derry,FOYLE SPRINGS DERRY,95MM17S2,Foyle Springs 2
95MM18,Holly Mount Derry,HOLLY MOUNT DERRY,95MM18S1,Holly Mount 1
95MM18,Holly Mount Derry,HOLLY MOUNT DERRY,95MM18S2,Holly Mount 2
95MM19,Kilfennan Derry,KILFENNAN DERRY,95MM19S1,Kilfennan 1
95MM19,Kilfennan Derry,KILFENNAN DERRY,95MM19S2,Kilfennan 2
95MM20,Lisnagelvin Derry,LISNAGELVIN DERRY,95MM20S1,Lisnagelvin 1
95MM20,Lisnagelvin Derry,LISNAGELVIN DERRY,95MM20S2,Lisnagelvin 2
95MM21,New Buildings Derry,NEW BUILDINGS DERRY,95MM21S1,New Buildings 1
95MM21,New Buildings Derry,NEW BUILDINGS DERRY,95MM21S2,New Buildings 2
95MM22,Pennyburn Derry,PENNYBURN DERRY,95MM22S1,Pennyburn 1
95MM22,Pennyburn Derry,PENNYBURN DERRY,95MM22S2,Pennyburn 2
95MM23,Rosemount Derry,ROSEMOUNT DERRY,95MM23W1,Rosemount
95MM24,Shantallow East Derry,SHANTALLOW EAST DERRY,95MM24W1,Shantallow East
95MM25,Shantallow West Derry,SHANTALLOW WEST DERRY,95MM25S1,Shantallow West 1
95MM25,Shantallow West Derry,SHANTALLOW WEST DERRY,95MM25S2,Shantallow West 2
95MM25,Shantallow West Derry,SHANTALLOW WEST DERRY,95MM25S3,Shantallow West 3
95MM25,Shantallow West Derry,SHANTALLOW WEST DERRY,95MM25S4,Shantallow West 4
95MM26,Springtown Derry,SPRINGTOWN DERRY,95MM26S1,Springtown 1
95MM26,Springtown Derry,SPRINGTOWN DERRY,95MM26S2,Springtown 2
95MM27,Strand Derry,STRAND (DERRY) DERRY,95MM27S1,Strand 1 (Derry LGD)
95MM27,Strand Derry,STRAND (DERRY) DERRY,95MM27S2,Strand 2 (Derry LGD)
95MM28,The Diamond Derry,THE DIAMOND DERRY,95MM28W1,The Diamond
95MM29,Victoria Derry,VICTORIA (DERRY) DERRY,95MM29W1,Victoria (Derry LGD)
95MM30,Westland Derry,WESTLAND DERRY,95MM30W1,Westland
95NN01,Ardglass Down,ARDGLASS DOWN,95NN01S1,Ardglass 1
95NN01,Ardglass Down,ARDGLASS DOWN,95NN01S2,Ardglass 2
95NN02,Audley's Acre Down,AUDLEYS ACRE DOWN,95NN02W1,Audley's Acre
95NN03,Ballymaglave Down,BALLYMAGLAVE DOWN,95NN03S1,Ballymaglave 1
95NN03,Ballymaglave Down,BALLYMAGLAVE DOWN,95NN03S2,Ballymaglave 2
95NN04,Ballymote Down,BALLYMOTE DOWN,95NN04W1,Ballymote
95NN05,Ballynahinch East Down,BALLYNAHINCH EAST DOWN,95NN05W1,Ballynahinch East
95NN06,Castlewellan Down,CASTLEWELLAN DOWN,95NN06S1,Castlewellan 1
95NN06,Castlewellan Down,CASTLEWELLAN DOWN,95NN06S2,Castlewellan 2
95NN07,Cathedral Down,CATHEDRAL DOWN,95NN07S1,Cathedral 1
95NN07,Cathedral Down,CATHEDRAL DOWN,95NN07S2,Cathedral 2
95NN08,Crossgar Down,CROSSGAR DOWN,95NN08S1,Crossgar 1
95NN08,Crossgar Down,CROSSGAR DOWN,95NN08S2,Crossgar 2
95NN09,Derryboy Down,DERRYBOY DOWN,95NN09S1,Derryboy 1
95NN09,Derryboy Down,DERRYBOY DOWN,95NN09S2,Derryboy 2
95NN10,Donard Down,DONARD DOWN,95NN10S1,Donard 1
95NN10,Donard Down,DONARD DOWN,95NN10S2,Donard 2
95NN11,Drumaness Down,DRUMANESS DOWN,95NN11S1,Drumaness 1
95NN11,Drumaness Down,DRUMANESS DOWN,95NN11S2,Drumaness 2
95NN12,Dundrum Down,DUNDRUM DOWN,95NN12W1,Dundrum
95NN13,Dunmore Down,DUNMORE DOWN,95NN13W1,Dunmore
95NN14,Killough Down,KILLOUGH DOWN,95NN14S1,Killough 1
95NN14,Killough Down,KILLOUGH DOWN,95NN14S2,Killough 2
95NN15,Killyleagh Down,KILLYLEAGH DOWN,95NN15W1,Killyleagh
95NN16,Kilmore Down,KILMORE DOWN,95NN16S1,Kilmore 1
95NN16,Kilmore Down,KILMORE DOWN,95NN16S2,Kilmore 2
95NN17,Murlough Down,MURLOUGH DOWN,95NN17W1,Murlough
95NN18,Quoile Down,QUOILE DOWN,95NN18S1,Quoile 1
95NN18,Quoile Down,QUOILE DOWN,95NN18S2,Quoile 2
95NN19,Saintfield Down,SAINTFIELD DOWN,95NN19S1,Saintfield 1
95NN19,Saintfield Down,SAINTFIELD DOWN,95NN19S2,Saintfield 2
95NN20,Seaforde Down,SEAFORDE DOWN,95NN20W1,Seaforde
95NN21,Shimna Down,SHIMNA DOWN,95NN21W1,Shimna
95NN22,Strangford Down,STRANGFORD DOWN,95NN22W1,Strangford
95NN23,Tollymore Down,TOLLYMORE DOWN,95NN23S1,Tollymore 1
95NN23,Tollymore Down,TOLLYMORE DOWN,95NN23S2,Tollymore 2
95OO01,Altmore Dungannon,ALTMORE DUNGANNON,95OO01W1,Altmore
95OO02,Augher Dungannon,AUGHER DUNGANNON,95OO02W1,Augher
95OO03,Aughnacloy Dungannon,AUGHNACLOY DUNGANNON,95OO03W1,Aughnacloy
95OO04,Ballygawley Dungannon,BALLYGAWLEY DUNGANNON,95OO04W1,Ballygawley
95OO05,Ballysaggart Dungannon,BALLYSAGGART DUNGANNON,95OO05W1,Ballysaggart
95OO06,Benburb Dungannon,BENBURB DUNGANNON,95OO06W1,Benburb
95OO07,Caledon Dungannon,CALEDON DUNGANNON,95OO07W1,Caledon
95OO08,Castlecaulfield Dungannon,CASTLECAULFIELD DUNGANNON,95OO08W1,Castlecaulfield
95OO09,Clogher Dungannon,CLOGHER DUNGANNON,95OO09W1,Clogher
95OO10,Coalisland North Dungannon,COALISLAND NORTH DUNGANNON,95OO10W1,Coalisland North
95OO11,Coalisland South Dungannon,COALISLAND SOUTH DUNGANNON,95OO11W1,Coalisland South
95OO12,Coalisland West and Newmills Dungannon,COALISLAND WEST AND NEWMILLS DUNGANNON,95OO12W1,Coalisland West and Newmills
95OO13,Coolhill Dungannon,COOLHILL DUNGANNON,95OO13W1,Coolhill
95OO14,Donaghmore Dungannon,DONAGHMORE (DUNGANNON) DUNGANNON,95OO14W1,Donaghmore
95OO15,Drumglass Dungannon,DRUMGLASS DUNGANNON,95OO15W1,Drumglass
95OO16,Fivemiletown Dungannon,FIVEMILETOWN DUNGANNON,95OO16W1,Fivemiletown
95OO17,Killyman Dungannon,KILLYMAN DUNGANNON,95OO17W1,Killyman
95OO18,Killymeal Dungannon,KILLYMEAL DUNGANNON,95OO18W1,Killymeal
95OO19,Moy Dungannon,MOY DUNGANNON,95OO19W1,Moy
95OO20,Moygashel Dungannon,MOYGASHEL DUNGANNON,95OO20W1,Moygashel
95OO21,Mullaghmore Dungannon,MULLAGHMORE DUNGANNON,95OO21W1,Mullaghmore
95OO22,Washing Bay Dungannon,WASHING BAY DUNGANNON,95OO22W1,Washing Bay
95PP01,Ballinamallard Fermanagh,BALLINAMALLARD FERMANAGH,95PP01W1,Ballinamallard
95PP02,Belcoo and Garrison Fermanagh,BELCOO AND GARRISON FERMANAGH,95PP02W1,Belcoo and Garrison
95PP03,Belleek and Boa Fermanagh,BELLEEK AND BOA FERMANAGH,95PP03W1,Belleek and Boa
95PP04,Boho Cleenish and Letterbreen Fermanagh,BOHO CLEENISH AND LETTERBREEN FERMANAGH,95PP04W1,Boho Cleenish and Letterbreen
95PP05,Brookeborough Fermanagh,BROOKEBOROUGH FERMANAGH,95PP05W1,Brookeborough
95PP06,Castlecoole Fermanagh,CASTLECOOLE FERMANAGH,95PP06S1,Castlecoole 1
95PP06,Castlecoole Fermanagh,CASTLECOOLE FERMANAGH,95PP06S2,Castlecoole 2
95PP07,Derrygonnelly Fermanagh,DERRYGONNELLY FERMANAGH,95PP07W1,Derrygonnelly
95PP08,Derrylin Fermanagh,DERRYLIN FERMANAGH,95PP08W1,Derrylin
95PP09,Devenish Fermanagh,DEVENISH FERMANAGH,95PP09W1,Devenish
95PP10,Donagh Fermanagh,DONAGH FERMANAGH,95PP10W1,Donagh
95PP11,Erne Fermanagh,ERNE FERMANAGH,95PP11W1,Erne
95PP12,Florence Court and Kinawley Fermanagh,FLORENCECOURT AND KINAWLEY FERMANAGH,95PP12W1,Florence Court and Kinawley
95PP13,Irvinestown Fermanagh,IRVINESTOWN FERMANAGH,95PP13W1,Irvinestown
95PP14,Kesh Ederney and Lack Fermanagh,KESH EDERNEY AND LACK FERMANAGH,95PP14S1,Kesh Ederney and Lack 1
95PP14,Kesh Ederney and Lack Fermanagh,KESH EDERNEY AND LACK FERMANAGH,95PP14S2,Kesh Ederney and Lack 2
95PP15,Lisbellaw Fermanagh,LISBELLAW FERMANAGH,95PP15W1,Lisbellaw
95PP16,Lisnarrick Fermanagh,LISNARRICK FERMANAGH,95PP16W1,Lisnarrick
95PP17,Lisnaskea Fermanagh,LISNASKEA FERMANAGH,95PP17W1,Lisnaskea
95PP18,Maguires Bridge Fermanagh,MAGUIRESBRIDGE FERMANAGH,95PP18W1,Maguiresbridge
95PP19,Newtownbutler Fermanagh,NEWTOWNBUTLER FERMANAGH,95PP19W1,Newtownbutler
95PP20,Portora Fermanagh,PORTORA FERMANAGH,95PP20W1,Portora
95PP21,Rosslea Fermanagh,ROSSLEA FERMANAGH,95PP21W1,Rosslea
95PP22,Rossorry Fermanagh,ROSSORRY FERMANAGH,95PP22W1,Rossorry
95PP23,Tempo Fermanagh,TEMPO FERMANAGH,95PP23W1,Tempo
95QQ01,Antiville Larne,ANTIVILLE LARNE,95QQ01W1,Antiville
95QQ02,Ballycarry Larne,BALLYCARRY LARNE,95QQ02W1,Ballycarry
95QQ03,Ballyloran Larne,BALLYLORAN LARNE,95QQ03W1,Ballyloran
95QQ04,Blackcave Larne,BLACKCAVE LARNE,95QQ04W1,Blackcave
95QQ05,Carncastle Larne,CARNCASTLE LARNE,95QQ05W1,Carncastle
95QQ06,Carnlough Larne,CARNLOUGH LARNE,95QQ06W1,Carnlough
95QQ07,Central Larne,CENTRAL (LARNE) LARNE,95QQ07W1,Central (Larne LGD)
95QQ08,Craigy Hill Larne,CRAIGY HILL LARNE,95QQ08W1,Craigy Hill
95QQ09,Gardenmore Larne,GARDENMORE LARNE,95QQ09W1,Gardenmore
95QQ10,Glenarm Larne,GLENARM LARNE,95QQ10W1,Glenarm
95QQ11,Glynn Larne,GLYNN LARNE,95QQ11W1,Glynn
95QQ12,Harbour Larne,HARBOUR (LARNE) LARNE,95QQ12W1,Harbour
95QQ13,Island Magee Larne,ISLAND MAGEE LARNE,95QQ13W1,Island Magee
95QQ14,Kilwaughter Larne,KILWAUGHTER LARNE,95QQ14S1,Kilwaughter 1
95QQ14,Kilwaughter Larne,KILWAUGHTER LARNE,95QQ14S2,Kilwaughter 2
95QQ15,Town Parks Larne,TOWN PARKS LARNE,95QQ15W1,Town Parks
95RR01,Aghanloo Limavady,AGHANLOO LIMAVADY,95RR01S1,Aghanloo 1
95RR01,Aghanloo Limavady,AGHANLOO LIMAVADY,95RR01S2,Aghanloo 2
95RR02,Ballykelly Limavady,BALLYKELLY LIMAVADY,95RR02W1,Ballykelly
95RR03,Coolessan Limavady,COOLESSAN LIMAVADY,95RR03W1,Coolessan
95RR04,Dungiven Limavady,DUNGIVEN LIMAVADY,95RR04W1,Dungiven
95RR05,Enagh Limavady,ENAGH (LIMAVADY) LIMAVADY,95RR05S1,Enagh 1 (Limavady LGD)
95RR05,Enagh Limavady,ENAGH (LIMAVADY) LIMAVADY,95RR05S2,Enagh 2 (Limavady LGD)
95RR06,Feeny Limavady,FEENY LIMAVADY,95RR06W1,Feeny
95RR07,Forest Limavady,FOREST LIMAVADY,95RR07W1,Forest
95RR08,Glack Limavady,GLACK LIMAVADY,95RR08W1,Glack
95RR09,Gresteel Limavady,GRESTEEL LIMAVADY,95RR09S1,Gresteel 1
95RR09,Gresteel Limavady,GRESTEEL LIMAVADY,95RR09S2,Gresteel 2
95RR10,Greystone Limavady,GREYSTONE (LIMAVADY) LIMAVADY,95RR10W1,Greystone (Limavady LGD)
95RR11,Magilligan Limavady,MAGILLIGAN LIMAVADY,95RR11W1,Magilligan
95RR12,Rathbrady Limavady,RATHBRADY LIMAVADY,95RR12W1,Rathbrady
95RR13,Roeside Limavady,ROESIDE LIMAVADY,95RR13W1,Roeside
95RR14,The Highlands Limavady,THE HIGHLANDS LIMAVADY,95RR14W1,The Highlands
95RR15,Upper Glenshane Limavady,UPPER GLENSHANE LIMAVADY,95RR15W1,Upper Glenshane
95SS01,Ballinderry Lisburn,BALLINDERRY LISBURN,95SS01S1,Ballinderry 1
95SS01,Ballinderry Lisburn,BALLINDERRY LISBURN,95SS01S2,Ballinderry 2
95SS02,Ballymacash Lisburn,BALLYMACASH LISBURN,95SS02S1,Ballymacash 1
95SS02,Ballymacash Lisburn,BALLYMACASH LISBURN,95SS02S2,Ballymacash 2
95SS03,Ballymacbrennan Lisburn,BALLYMACBRENNAN LISBURN,95SS03S1,Ballymacbrennan 1
95SS03,Ballymacbrennan Lisburn,BALLYMACBRENNAN LISBURN,95SS03S2,Ballymacbrennan 2
95SS04,Ballymacoss Lisburn,BALLYMACOSS LISBURN,95SS04S1,Ballymacoss 1
95SS04,Ballymacoss Lisburn,BALLYMACOSS LISBURN,95SS04S2,Ballymacoss 2
95SS04,Ballymacoss Lisburn,BALLYMACOSS LISBURN,95SS04S3,Ballymacoss 3
95SS05,Blaris Lisburn,BLARIS LISBURN,95SS05S1,Blaris 1
95SS05,Blaris Lisburn,BLARIS LISBURN,95SS05S2,Blaris 2
95SS06,Collin Glen Lisburn,COLLIN GLEN LISBURN,95SS06S1,Collin Glen 1
95SS06,Collin Glen Lisburn,COLLIN GLEN LISBURN,95SS06S2,Collin Glen 2
95SS06,Collin Glen Lisburn,COLLIN GLEN LISBURN,95SS06S3,Collin Glen 3
95SS07,Derryaghy Lisburn,DERRYAGHY LISBURN,95SS07S1,Derryaghy 1
95SS07,Derryaghy Lisburn,DERRYAGHY LISBURN,95SS07S2,Derryaghy 2
95SS07,Derryaghy Lisburn,DERRYAGHY LISBURN,95SS07S3,Derryaghy 3
95SS08,Dromara Lisburn,DROMARA LISBURN,95SS08S1,Dromara 1
95SS08,Dromara Lisburn,DROMARA LISBURN,95SS08S2,Dromara 2
95SS09,Drumbo Lisburn,DRUMBO LISBURN,95SS09S1,Drumbo 1
95SS09,Drumbo Lisburn,DRUMBO LISBURN,95SS09S2,Drumbo 2
95SS10,Dunmurry Lisburn,DUNMURRY LISBURN,95SS10S1,Dunmurry 1
95SS10,Dunmurry Lisburn,DUNMURRY LISBURN,95SS10S2,Dunmurry 2
95SS11,Glenavy Lisburn,GLENAVY LISBURN,95SS11S1,Glenavy 1
95SS11,Glenavy Lisburn,GLENAVY LISBURN,95SS11S2,Glenavy 2
95SS12,Harmony Hill Lisburn,HARMONY HILL LISBURN,95SS12W1,Harmony Hill
95SS13,Hilden Lisburn,HILDEN LISBURN,95SS13S1,Hilden 1
95SS13,Hilden Lisburn,HILDEN LISBURN,95SS13S2,Hilden 2
95SS14,Hillhall Lisburn,HILLHALL LISBURN,95SS14S1,Hillhall 1
95SS14,Hillhall Lisburn,HILLHALL LISBURN,95SS14S2,Hillhall 2
95SS15,Hillsborough Lisburn,HILLSBOROUGH LISBURN,95SS15S1,Hillsborough 1
95SS15,Hillsborough Lisburn,HILLSBOROUGH LISBURN,95SS15S2,Hillsborough 2
95SS16,Kilwee Lisburn,KILWEE LISBURN,95SS16S1,Kilwee 1
95SS16,Kilwee Lisburn,KILWEE LISBURN,95SS16S2,Kilwee 2
95SS17,Knockmore Lisburn,KNOCKMORE LISBURN,95SS17S1,Knockmore 1
95SS17,Knockmore Lisburn,KNOCKMORE LISBURN,95SS17S2,Knockmore 2
95SS18,Lagan Valley Lisburn,LAGAN VALLEY LISBURN,95SS18S1,Lagan Valley 1
95SS18,Lagan Valley Lisburn,LAGAN VALLEY LISBURN,95SS18S2,Lagan Valley 2
95SS19,Lambeg Lisburn,LAMBEG LISBURN,95SS19S1,Lambeg 1
95SS19,Lambeg Lisburn,LAMBEG LISBURN,95SS19S2,Lambeg 2
95SS20,Lisnagarvey Lisburn,LISNAGARVY LISBURN,95SS20W1,Lisnagarvey
95SS21,Maghaberry Lisburn,MAGHABERRY LISBURN,95SS21S1,Maghaberry 1
95SS21,Maghaberry Lisburn,MAGHABERRY LISBURN,95SS21S2,Maghaberry 2
95SS22,Magheralave Lisburn,MAGHERALAVE LISBURN,95SS22S1,Magheralave 1
95SS22,Magheralave Lisburn,MAGHERALAVE LISBURN,95SS22S2,Magheralave 2
95SS23,Maze Lisburn,MAZE LISBURN,95SS23S1,Maze 1
95SS23,Maze Lisburn,MAZE LISBURN,95SS23S2,Maze 2
95SS24,Moira Lisburn,MOIRA LISBURN,95SS24S1,Moira 1
95SS24,Moira Lisburn,MOIRA LISBURN,95SS24S2,Moira 2
95SS25,Old Warren Lisburn,OLD WARREN LISBURN,95SS25W1,Old Warren
95SS26,Poleglass Lisburn,POLEGLASS LISBURN,95SS26S1,Poleglass 1
95SS26,Poleglass Lisburn,POLEGLASS LISBURN,95SS26S2,Poleglass 2
95SS27,Seymour Hill Lisburn,SEYMOUR HILL LISBURN,95SS27W1,Seymour Hill
95SS28,Tonagh Lisburn,TONAGH LISBURN,95SS28W1,Tonagh
95SS29,Twinbrook Lisburn,TWINBROOK LISBURN,95SS29S1,Twinbrook 1
95SS29,Twinbrook Lisburn,TWINBROOK LISBURN,95SS29S2,Twinbrook 2
95SS30,Wallace Park Lisburn,WALLACE PARK LISBURN,95SS30S1,Wallace Park 1
95SS30,Wallace Park Lisburn,WALLACE PARK LISBURN,95SS30S2,Wallace Park 2
95TT01,Ballymaguigan Magherafelt,BALLYMAGUIGAN MAGHERAFELT,95TT01W1,Ballymaguigan
95TT02,Bellaghy Magherafelt,BELLAGHY MAGHERAFELT,95TT02W1,Bellaghy
95TT03,Castledawson Magherafelt,CASTLEDAWSON MAGHERAFELT,95TT03S1,Castledawson 1
95TT03,Castledawson Magherafelt,CASTLEDAWSON MAGHERAFELT,95TT03S2,Castledawson 2
95TT04,Draperstown Magherafelt,DRAPERSTOWN MAGHERAFELT,95TT04W1,Draperstown
